_folder,_backend,download_time [seconds],job_execution_time [seconds],processing_time [seconds],queue_time [seconds],submit_time [seconds],tiff_count [files],total_time [seconds]
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250622124754,Earth Engine,,,,,,0,0.4019303321838379
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250622174106,Earth Engine,,7.658855676651001,,,0.21718311309814453,0,8.12430477142334
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250622174636,Earth Engine,0.15845298767089844,7.6358253955841064,7.52535,,0.16767239570617676,1,8.147974729537964
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250622174850,Earth Engine,0.15832185745239258,18.961070775985718,18.858666,,0.16646337509155273,1,19.50910782814026
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250623150502,Earth Engine,0.16345643997192383,18.974756956100464,18.863882,,0.18763446807861328,1,19.56581473350525
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250623180501,Earth Engine,0.16248869895935059,7.664863109588623,7.524604,,0.18675804138183594,1,8.214637041091919
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250623210502,Earth Engine,0.18671298027038574,18.99097228050232,18.87927,,0.19873285293579102,1,19.615868091583252
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250624030501,Earth Engine,0.16146397590637207,18.982691764831543,18.870223,,0.2040243148803711,1,19.606165170669556
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250624060502,Earth Engine,0.18748116493225098,18.973071813583374,18.864758,,0.20019006729125977,1,19.596101999282837
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250624090502,Earth Engine,0.17961406707763672,7.659719467163086,7.53052,,0.2171034812927246,1,8.262152671813965
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250624120502,Earth Engine,0.16399359703063965,18.978657484054565,18.868781,,0.2138383388519287,1,19.620964527130127
earthengine_openeo_org_ndvi_median_vienna_10km_2024_earthengine_20250624150502,Earth Engine,0.19804739952087402,7.624792575836182,7.521129,,0.188340425491333,1,8.21286654472351
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250622115553,CDSE,4.064603805541992,285.6977481842041,180.764338,91.792515,0.43786120414733887,1,290.9653067588806
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250623145502,CDSE,4.44481897354126,436.50350308418274,361.740319,,0.6111080646514893,1,442.4706645011902
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250623175502,CDSE,2.7535624504089355,562.9271070957184,274.583105,256.338806,0.43579769134521484,1,568.344544172287
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250623205501,CDSE,4.218446254730225,466.35437655448914,331.675943,,0.6053121089935303,1,472.21243810653687
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250623235501,CDSE,3.9824774265289307,255.60145473480225,150.63462,,0.41266322135925293,1,260.92206048965454
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250624025502,CDSE,,,,,,0,1.2161433696746826
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250624055502,CDSE,3.897207021713257,376.6017026901245,271.799286,,0.42110180854797363,1,381.7388319969177
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250624085501,CDSE,5.02794885635376,499.10728931427,271.179498,,20.415045261383057,1,525.4398136138916
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250624115502,CDSE,4.088323593139648,225.8683145046234,176.225376,,0.38298726081848145,1,231.164457321167
openeo_dataspace_copernicus_eu_ndvi_median_vienna_10km_2024_cdse_20250624145502,CDSE,2.9385862350463867,255.27493047714233,223.544839,,1.1592655181884766,1,260.3150053024292
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250622125415,EODC,,,,,1.7926418781280518,0,485.60346388816833
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250622130316,EODC,,618.7344675064087,,,1.7461919784545898,0,622.1068758964539
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250623150002,EODC,,3627.70680308342,,,2.4071106910705566,0,3631.8239278793335
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250623180002,EODC,,,,,1.9834976196289062,0,4.430261850357056
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250623210001,EODC,,,,,3.44118595123291,0,7.094034433364868
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250624030001,EODC,,3601.8468115329742,,,2.1977338790893555,0,3605.967424631119
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250624060002,EODC,,3623.0001409053802,,,3.675760269165039,0,3629.1997952461243
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250624090001,EODC,,3628.6946358680725,,,2.1879851818084717,0,3632.815649032593
openeo_eodc_eu_ndvi_median_vienna_10km_2024_eodc_20250624120002,EODC,,3600.199102163315,,,2.4759256839752197,0,3604.588846683502
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250622120511,VITO,,,,,0.6090538501739502,0,2.163602113723755
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250622123951,VITO,,,,,0.566788911819458,0,2.3955540657043457
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250622124110,VITO,,107.65476322174072,,55.556062,0.5142343044281006,0,109.89343905448914
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250623151502,VITO,,105.81704354286194,,53.731396,0.5032217502593994,0,107.26036357879639
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250623181502,VITO,,,,,0.5844748020172119,0,2.0413284301757812
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250623211502,VITO,,,,,0.6217086315155029,0,1.9941799640655518
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250624031502,VITO,,316.3553762435913,,272.115681,0.6371204853057861,0,318.0323188304901
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250624061502,VITO,,137.4604959487915,,53.742373,0.8398303985595703,0,139.72566533088684
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250624091502,VITO,,137.58960223197937,,53.77081,0.6107685565948486,0,139.2311885356903
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250624121502,VITO,,105.40199732780457,,,0.5848414897918701,0,107.01164436340332
openeo_vito_be_ndvi_median_vienna_10km_2024_vito_20250624142400,VITO,,116.48702216148376,,,0.6016314029693604,0,118.1606855392456
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250622124336,openEO Platform,,,,,1.9679560661315918,0,3.854957342147827
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250622124505,openEO Platform,,108.84531784057617,,54.585948,2.3076424598693848,0,112.7791633605957
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250623151002,openEO Platform,,79.36705541610718,,30.073373,1.498643159866333,0,82.0928680896759
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250623181001,openEO Platform,,,,,1.0732831954956055,0,4.233858585357666
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250623211002,openEO Platform,,,,,1.753563642501831,0,3.8752386569976807
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250624031002,openEO Platform,,109.9655590057373,,36.749077,1.1668319702148438,0,112.22097659111023
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250624061002,openEO Platform,,107.33810615539551,,62.737061,1.451977014541626,0,110.29934310913086
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250624091002,openEO Platform,,108.12637901306152,,,1.7444968223571777,0,111.04389977455139
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250624121002,openEO Platform,,111.72101354598999,,54.544219,1.5875258445739746,0,116.10155701637268
openeocloud_vito_be_ndvi_median_vienna_10km_2024_openeo_platform_20250624141348,openEO Platform,,288.08633255958557,,236.060683,2.329768657684326,0,291.43876218795776
