backend,metric,n,min,max,average,stddev
Earth Engine,submit_time [seconds],7,0.15009713172912598,0.17938542366027832,0.16031806809561594,0.00995174481567544
Earth Engine,job_execution_time [seconds],7,7.631392240524292,19.264442920684814,9.304888078144618,4.06598412613854
Earth Engine,download_time [seconds],7,0.267822265625,0.39604926109313965,0.32369886125837055,0.04252558319920536
Earth Engine,total_time [seconds],7,8.309237003326416,19.873476266860962,9.995911598205566,4.032557800949159
Earth Engine,processing_time [seconds],7,7.523567,19.150376,9.186166571428572,4.067871628445444
Earth Engine,tiff_count [files],7,1.0,1.0,1.0,0.0
CDSE,submit_time [seconds],6,0.35462141036987305,2.0482234954833984,0.6807154019673666,0.6131980738664035
CDSE,job_execution_time [seconds],6,255.25247836112976,438.3918776512146,342.202014485995,72.93468104162426
CDSE,download_time [seconds],6,8.601923704147339,11.209752082824707,9.751937866210938,0.9889155193524545
CDSE,total_time [seconds],6,265.11452293395996,450.6662497520447,353.60343352953595,73.16217042285159
CDSE,processing_time [seconds],6,150.843941,331.540442,230.6972053333333,66.55453416147789
CDSE,tiff_count [files],6,1.0,1.0,1.0,0.0
VITO,submit_time [seconds],5,0.49279093742370605,0.7848577499389648,0.58723464012146,0.10188083662764053
VITO,job_execution_time [seconds],5,226.4691197872162,499.9502213001251,312.2538672447205,96.58866689174079
VITO,download_time [seconds],5,2.6314027309417725,5.235802888870239,3.929442596435547,0.9216573664575939
VITO,total_time [seconds],5,232.30897426605225,506.63242173194885,317.74045662879945,97.14899132206912
VITO,queue_time [seconds],5,53.678148,302.483487,105.02067260000001,98.77659679278528
VITO,processing_time [seconds],5,150.530636,210.9207,186.687103,22.56180563308811
VITO,tiff_count [files],5,1.0,1.0,1.0,0.0
openEO Platform,submit_time [seconds],3,1.4420444965362549,1.6812479496002197,1.5321975549062092,0.10616416582815763
openEO Platform,job_execution_time [seconds],3,233.9895384311676,382.9785325527191,293.09668533007306,64.60000891305387
openEO Platform,download_time [seconds],3,4.145808696746826,5.679749250411987,4.670873165130615,0.71358188786265
openEO Platform,total_time [seconds],3,240.61221647262573,390.2268137931824,300.6168049176534,64.56775574024616
openEO Platform,queue_time [seconds],3,37.610335,63.704698,52.667089,11.025548814525017
openEO Platform,processing_time [seconds],3,153.598042,303.52026,221.49307866666666,62.015890421566304
openEO Platform,tiff_count [files],3,1.0,1.0,1.0,0.0
