backend,metric,n,min,max,average,stddev
Earth Engine,submit_time [seconds],12,0.14610767364501953,0.17568469047546387,0.15680332978566489,0.008510497036709055
Earth Engine,job_execution_time [seconds],12,7.63997483253479,7.941326856613159,7.677588363488515,0.07990199657132807
Earth Engine,download_time [seconds],12,0.2381284236907959,0.30511474609375,0.27782493829727173,0.022670455256115753
Earth Engine,total_time [seconds],12,8.236883878707886,8.629827499389648,8.3582737048467,0.09392168484778876
Earth Engine,processing_time [seconds],12,7.523955,7.529531,7.5261190000000004,0.0018879791665518553
Earth Engine,tiff_count [files],12,1.0,1.0,1.0,0.0
CDSE,submit_time [seconds],12,0.3588376045227051,2.2283570766448975,0.7435608903566996,0.5051081355113327
CDSE,job_execution_time [seconds],12,227.58922028541565,587.6151149272919,319.18929409980774,90.70835288343847
CDSE,download_time [seconds],12,120.23645401000977,151.65497016906738,133.53061320384344,10.099542872306957
CDSE,total_time [seconds],12,380.8475224971771,713.6933252811432,454.4036867618561,86.49435616574577
CDSE,queue_time [seconds],3,61.672692,236.628359,120.014158,82.45869708380833
CDSE,processing_time [seconds],11,178.112493,301.549445,218.103265,42.11847214077139
CDSE,tiff_count [files],12,24.0,24.0,24.0,0.0
VITO,submit_time [seconds],10,0.48500895500183105,0.6942975521087646,0.5657196998596191,0.061899529121926096
VITO,job_execution_time [seconds],10,195.6916356086731,507.24470353126526,293.71941130161287,92.86830128573276
VITO,download_time [seconds],10,39.238128900527954,175.86973309516907,56.22735092639923,39.96956511351744
VITO,total_time [seconds],10,245.70963668823242,684.6528928279877,351.55822732448576,125.97089418435046
VITO,queue_time [seconds],10,28.305209,204.495902,70.1057303,46.54932160153901
VITO,processing_time [seconds],10,120.437509,421.617635,201.4811376,79.66896609014796
VITO,tiff_count [files],10,24.0,24.0,24.0,0.0
openEO Platform,submit_time [seconds],9,1.4611737728118896,2.830660820007324,2.0169177850087485,0.41724413627060764
openEO Platform,job_execution_time [seconds],9,200.55568742752075,323.77169394493103,262.5760679509905,32.71060105617804
openEO Platform,download_time [seconds],9,38.947903633117676,52.29129481315613,44.720319986343384,3.6488381865301207
openEO Platform,total_time [seconds],9,247.60095977783203,371.3936891555786,310.6427009900411,33.2119904665313
openEO Platform,queue_time [seconds],9,28.316529,93.829727,58.85701755555556,17.426806556750922
openEO Platform,processing_time [seconds],9,120.948208,214.13002,181.57670055555556,28.210046043971847
openEO Platform,tiff_count [files],9,24.0,24.0,24.0,0.0
