backend,metric,n,min,max,average,stddev
Earth Engine,submit_time [seconds],10,0.16646337509155273,0.2171034812927246,0.1930757761001587,0.01629845870310756
Earth Engine,job_execution_time [seconds],10,7.624792575836182,18.99097228050232,14.444642162322998,5.55083744472883
Earth Engine,download_time [seconds],10,0.15832185745239258,0.19804739952087402,0.17200331687927245,0.01379043099249695
Earth Engine,total_time [seconds],10,8.147974729537964,19.620964527130127,15.035165333747864,5.573347128033162
Earth Engine,processing_time [seconds],10,7.521129,18.87927,14.330718300000001,5.556521132700226
Earth Engine,tiff_count [files],10,1.0,1.0,1.0,0.0
CDSE,submit_time [seconds],9,0.38298726081848145,20.415045261383057,2.7645713488260903,6.244536026430166
CDSE,job_execution_time [seconds],9,225.8683145046234,562.9271070957184,373.7707140710619,116.25725386582269
CDSE,download_time [seconds],9,2.7535624504089355,5.02794885635376,3.935108290778266,0.6639458664848443
CDSE,total_time [seconds],9,231.164457321167,568.344544172287,381.50812469588385,119.06950675174785
CDSE,queue_time [seconds],2,91.792515,256.338806,174.06566049999998,82.27314549999998
CDSE,processing_time [seconds],9,150.63462,361.740319,249.12748044444444,67.89513345665287
CDSE,tiff_count [files],9,1.0,1.0,1.0,0.0
